First_Name,Second_Name,Party,Vote,Num_Meeting,Num_Vote
Andrea,Brzobohatá,ANO,A,1,18
Jaroslav,Boch,ANO,A,1,18
Klára,Dostálová,ANO,A,1,18
Lenka,Drailová,ANO,A,1,18
Jaroslav,Faltınek,ANO,A,1,18
Kamal,Farhan,ANO,A,1,18
Milan,Feranec,ANO,A,1,18
Eva,Fialová,ANO,A,1,18
Stanislav,Fridrich,ANO,A,1,18
Josef,Hájek,ANO,A,1,18
Milan,Hnilièka,ANO,A,1,18
Ivan,Jáè,ANO,A,1,18
Miloslav,Janulík,ANO,A,1,18
Aleš,Juchelka,ANO,A,1,18
Pavel,Juøíèek,ANO,A,1,18
Adam,Kalous,ANO,A,1,18
David,Kasal,ANO,A,1,18
Tomáš,Kohoutek,ANO,A,1,18
Martin,Kolovratník,ANO,A,1,18
Barbora,Koøanová,ANO,A,1,18
Josef,Kott,ANO,A,1,18
Robert,Králíèek,ANO,A,1,18
Roman,Kubíèek,ANO,A,1,18
Jan,Kubík,ANO,A,1,18
Jaroslav,Kytır,ANO,A,1,18
Taána,Malá,ANO,A,1,18
Pøemysl,Mališ,ANO,A,1,18
Jiøí,Mašek,ANO,A,1,18
Eva,Matyášová,ANO,A,1,18
Radka,Maxová,ANO,A,1,18
Marcela,Melková,ANO,A,1,18
Jana,Mraèková,ANO,A,1,18
Patrik,Nacher,ANO,A,1,18
Marek,Novák,ANO,A,1,18
Monika,Oborná,ANO,A,1,18
Ladislav,Okleštìk,ANO,A,1,18
Zuzana,Oanová,ANO,A,1,18
Jana,Pastuchová,ANO,A,1,18
Robert,Pelikán,ANO,A,1,18
František,Petrtıl,ANO,A,1,18
Pavel,Plzák,ANO,A,1,18
Milan,Pour,ANO,A,1,18
David,Praák,ANO,A,1,18
Vìra,Procházková,ANO,A,1,18
Pavel,Pustìjovskı,ANO,A,1,18
Karel,Rais,ANO,A,1,18
Michal,Ratiborskı,ANO,A,1,18
Jan,Richter,ANO,A,1,18
Miloslava,Rutová,ANO,A,1,18
Pavel,Rùièka,ANO,A,1,18
Jan,Øehounek,ANO,A,1,18
Petr,Sadovskı,ANO,A,1,18
Jan,Schiller,ANO,A,1,18
Pavel,Stanìk,ANO,A,1,18
Martin,Stropnickı,ANO,A,1,18
Jiøí,Strıèek,ANO,A,1,18
Karla,Šlechtová,ANO,M,1,18
Julius,Špièák,ANO,A,1,18
David,Štolpa,ANO,A,1,18
Dan,ok,ANO,A,1,18
Karel,Tureèek,ANO,A,1,18
Helena,Válková,ANO,A,1,18
Adam,Vojtìch,ANO,Z,1,18
Jan,Volnı,ANO,A,1,18
Radek,Vondráèek,ANO,A,1,18
Ivo,Vondrák,ANO,A,1,18
Petr,Vrána,ANO,A,1,18
Rostislav,Vyzula,ANO,A,1,18
Radek,Zlesák,ANO,A,1,18
Ivan,Adamec,ODS,A,1,18
Jan,Bauer,ODS,A,1,18
Martin,Baxa,ODS,A,1,18
Petr,Beitl,ODS,A,1,18
Marek,Benda,ODS,A,1,18
Stanislav,Blaha,ODS,A,1,18
Pavel,Blaek,ODS,A,1,18
Jana,Èernochová,ODS,A,1,18
Petr,Fiala,ODS,A,1,18
Jakub,Janda,ODS,A,1,18
Václav,Klaus,ODS,A,1,18
Karel,Krejza,ODS,A,1,18
Martin,Kupka,ODS,A,1,18
Zuzana,Majerová,ODS,A,1,18
Jaroslav,Martinù,ODS,A,1,18
Ilona,Mauritzová,ODS,A,1,18
Vojtìch,Munzar,ODS,A,1,18
Miroslava,Nìmcová,ODS,A,1,18
Jan,Skopeèek,ODS,A,1,18
Zbynìk,Stanjura,ODS,A,1,18
Bohuslav,Svoboda,ODS,A,1,18
Jiøí,Ventruba,ODS,A,1,18
Veronika,Vrecionová,ODS,A,1,18
Jan,Zahradník,ODS,A,1,18
Pavel,áèek,ODS,A,1,18
Dana,Balcarová,Piráti,A,1,18
Lukáš,Bartoò,Piráti,A,1,18
Ivan,Bartoš,Piráti,A,1,18
Lukáš,Èernohorskı,Piráti,A,1,18
František,Elfmark,Piráti,A,1,18
Mikuláš,Ferjenèík,Piráti,A,1,18
Radek,Holomèík,Piráti,A,1,18
Martin,Jiránek,Piráti,A,1,18
Lukáš,Koláøík,Piráti,A,1,18
František,Kopøiva,Piráti,A,1,18
Lenka,Kozlová,Piráti,A,1,18
Jan,Lipavskı,Piráti,A,1,18
Tomáš,Martínek,Piráti,A,1,18
Jakub,Michálek,Piráti,A,1,18
Mikuláš,Peksa,Piráti,A,1,18
Vojtìch,Pikal,Piráti,A,1,18
Ondøej,Polanskı,Piráti,A,1,18
Jan,Pošváø,Piráti,A,1,18
Ondøej,Profant,Piráti,A,1,18
Olga,Richterová,Piráti,A,1,18
Petr,Tøešòák,Piráti,A,1,18
Tomáš,Vymazal,Piráti,A,1,18
Marian,Bojko,SPD,A,1,18
Jaroslav,Dvoøák,SPD,A,1,18
Radim,Fiala,SPD,A,1,18
Jaroslav,Holík,SPD,A,1,18
Jan,Hrnèíø,SPD,A,1,18
Tereza,Hyhová,SPD,A,1,18
Monika,Jarošová,SPD,A,1,18
Pavel,Jelínek,SPD,A,1,18
Jiøí,Kobza,SPD,A,1,18
Jiøí,Kohoutek,SPD,M,1,18
Radek,Koten,SPD,A,1,18
Jana,Levová,SPD,A,1,18
Karla,Maøíková,SPD,A,1,18
Ivana,Nevludová,SPD,A,1,18
Tomio,Okamura,SPD,A,1,18
Zdenìk,Podal,SPD,A,1,18
Miloslav,Rozner,SPD,A,1,18
Radek,Rozvoral,SPD,A,1,18
Lucie,Šafránková,SPD,A,1,18
Lubomír,Španìl,SPD,A,1,18
Radovan,Vích,SPD,A,1,18
Lubomír,Volnı,SPD,A,1,18
Jiøí,Bìhounek,ÈSSD,A,1,18
Jan,Birke,ÈSSD,M,1,18
Petr,Dolínek,ÈSSD,A,1,18
Jaroslav,Foldyna,ÈSSD,0,1,18
Alena,Gajdùšková,ÈSSD,A,1,18
Jan,Hamáèek,ÈSSD,A,1,18
Tomáš,Hanzel,ÈSSD,A,1,18
Milan,Chovanec,ÈSSD,M,1,18
Jan,Chvojka,ÈSSD,A,1,18
Roman,Onderka,ÈSSD,A,1,18
Bohuslav,Sobotka,ÈSSD,A,1,18
Antonín,Stanìk,ÈSSD,A,1,18
Kateøina,Valachová,ÈSSD,A,1,18
Ondøej,Veselı,ÈSSD,A,1,18
Lubomír,Zaorálek,ÈSSD,A,1,18
Hana,Aulická,KSÈM,A,1,18
Alexander,Èernı,KSÈM,Z,1,18
Jiøí,Dolejš,KSÈM,A,1,18
Vojtìch,Filip,KSÈM,A,1,18
Miroslav,Grebeníèek,KSÈM,A,1,18
Stanislav,Grospiè,KSÈM,A,1,18
Vladimír,Koníèek,KSÈM,A,1,18
Pavel,Kováèik,KSÈM,M,1,18
Leo,Luzar,KSÈM,Z,1,18
Kvìta,Matušovská,KSÈM,A,1,18
Zdenìk,Ondráèek,KSÈM,A,1,18
Daniel,Pawlas,KSÈM,A,1,18
Ivo,Pojeznı,KSÈM,A,1,18
Jiøí,Valenta,KSÈM,A,1,18
Miloslava,Vostrá,KSÈM,A,1,18
Jan,Bartošek,KDU-ÈSL,A,1,18
Pavel,Bìlobrádek,KDU-ÈSL,A,1,18
Ondøej,Benešík,KDU-ÈSL,A,1,18
Jan,Èiinskı,KDU-ÈSL,A,1,18
Pavla,Golasowská,KDU-ÈSL,A,1,18
Stanislav,Juránek,KDU-ÈSL,A,1,18
Marian,Jureèka,KDU-ÈSL,M,1,18
Vít,Kaòkovskı,KDU-ÈSL,A,1,18
Jiøí,Mihola,KDU-ÈSL,A,1,18
Marek,Vıbornı,KDU-ÈSL,A,1,18
Dominik,Feri,TOP09,A,1,18
Miroslav,Kalousek,TOP09,M,1,18
Helena,Langšádlová,TOP09,A,1,18
Markéta,Pekarová,TOP09,A,1,18
Karel,Schwarzenberg,TOP09,Z,1,18
František,Vácha,TOP09,M,1,18
Vlastimil,Válek,TOP09,A,1,18
Jan,Farskı,STAN,A,1,18
Petr,Gazdík,STAN,A,1,18
Vìra,Kováøová,STAN,A,1,18
Jana,Krutáková,STAN,A,1,18
Petr,Pávek,STAN,A,1,18
Vít,Rakušan,STAN,A,1,18
Vìra,Adámková,ANO,A,1,19
Andrej,Babiš,ANO,0,1,19
Andrea,Babišová,ANO,A,1,19
Margita,Balaštíková,ANO,A,1,19
Josef,Bìlica,ANO,A,1,19
Stanislav,Berkovec,ANO,A,1,19
Jiøí,Bláha,ANO,A,1,19
Richard,Brabec,ANO,A,1,19
Milan,Brázdil,ANO,Z,1,19
Andrea,Brzobohatá,ANO,A,1,19
Jaroslav,Boch,ANO,A,1,19
Klára,Dostálová,ANO,A,1,19
Lenka,Drailová,ANO,A,1,19
Jaroslav,Faltınek,ANO,A,1,19
Kamal,Farhan,ANO,A,1,19
Milan,Feranec,ANO,A,1,19
Eva,Fialová,ANO,A,1,19
Stanislav,Fridrich,ANO,A,1,19
Josef,Hájek,ANO,A,1,19
Milan,Hnilièka,ANO,A,1,19
Ivan,Jáè,ANO,A,1,19
Miloslav,Janulík,ANO,A,1,19
Aleš,Juchelka,ANO,A,1,19
Pavel,Juøíèek,ANO,A,1,19
Adam,Kalous,ANO,A,1,19
David,Kasal,ANO,A,1,19
Tomáš,Kohoutek,ANO,A,1,19
Martin,Kolovratník,ANO,A,1,19
Barbora,Koøanová,ANO,A,1,19
Josef,Kott,ANO,A,1,19
Robert,Králíèek,ANO,A,1,19
Roman,Kubíèek,ANO,A,1,19
Jan,Kubík,ANO,A,1,19
Jaroslav,Kytır,ANO,A,1,19
Taána,Malá,ANO,A,1,19
Pøemysl,Mališ,ANO,A,1,19
Jiøí,Mašek,ANO,A,1,19
Eva,Matyášová,ANO,A,1,19
Radka,Maxová,ANO,A,1,19
Marcela,Melková,ANO,A,1,19
Jana,Mraèková,ANO,A,1,19
Patrik,Nacher,ANO,A,1,19
Marek,Novák,ANO,A,1,19
Monika,Oborná,ANO,A,1,19
Ladislav,Okleštìk,ANO,A,1,19
Zuzana,Oanová,ANO,A,1,19
Jana,Pastuchová,ANO,A,1,19
Robert,Pelikán,ANO,A,1,19
František,Petrtıl,ANO,A,1,19
Pavel,Plzák,ANO,A,1,19
Milan,Pour,ANO,A,1,19
David,Praák,ANO,A,1,19
Vìra,Procházková,ANO,A,1,19
Pavel,Pustìjovskı,ANO,A,1,19
Karel,Rais,ANO,A,1,19
Michal,Ratiborskı,ANO,A,1,19
Jan,Richter,ANO,A,1,19
Miloslava,Rutová,ANO,A,1,19
Pavel,Rùièka,ANO,A,1,19
Jan,Øehounek,ANO,A,1,19
Petr,Sadovskı,ANO,A,1,19
Jan,Schiller,ANO,A,1,19
Pavel,Stanìk,ANO,A,1,19
Martin,Stropnickı,ANO,A,1,19
Jiøí,Strıèek,ANO,A,1,19
Karla,Šlechtová,ANO,M,1,19
Julius,Špièák,ANO,A,1,19
David,Štolpa,ANO,A,1,19
Dan,ok,ANO,A,1,19
Karel,Tureèek,ANO,A,1,19
Helena,Válková,ANO,A,1,19
Adam,Vojtìch,ANO,Z,1,19
Jan,Volnı,ANO,A,1,19
Radek,Vondráèek,ANO,A,1,19
Ivo,Vondrák,ANO,A,1,19
Petr,Vrána,ANO,A,1,19
Rostislav,Vyzula,ANO,A,1,19
Radek,Zlesák,ANO,A,1,19
Ivan,Adamec,ODS,A,1,19
Jan,Bauer,ODS,A,1,19
Martin,Baxa,ODS,A,1,19
Petr,Beitl,ODS,A,1,19
Marek,Benda,ODS,A,1,19
Stanislav,Blaha,ODS,A,1,19
Pavel,Blaek,ODS,A,1,19
Jana,Èernochová,ODS,A,1,19
Petr,Fiala,ODS,A,1,19
Jakub,Janda,ODS,A,1,19
Václav,Klaus,ODS,A,1,19
Karel,Krejza,ODS,A,1,19
Martin,Kupka,ODS,A,1,19
Zuzana,Majerová,ODS,A,1,19
Jaroslav,Martinù,ODS,A,1,19
Ilona,Mauritzová,ODS,A,1,19
Vojtìch,Munzar,ODS,A,1,19
Miroslava,Nìmcová,ODS,A,1,19
Jan,Skopeèek,ODS,A,1,19
Zbynìk,Stanjura,ODS,A,1,19
Bohuslav,Svoboda,ODS,A,1,19
Jiøí,Ventruba,ODS,A,1,19
Veronika,Vrecionová,ODS,A,1,19
Jan,Zahradník,ODS,A,1,19
Pavel,áèek,ODS,A,1,19
Dana,Balcarová,Piráti,A,1,19
Lukáš,Bartoò,Piráti,A,1,19
Ivan,Bartoš,Piráti,A,1,19
Lukáš,Èernohorskı,Piráti,A,1,19
František,Elfmark,Piráti,A,1,19
Mikuláš,Ferjenèík,Piráti,A,1,19
Radek,Holomèík,Piráti,A,1,19
Martin,Jiránek,Piráti,A,1,19
Lukáš,Koláøík,Piráti,A,1,19
František,Kopøiva,Piráti,A,1,19
Lenka,Kozlová,Piráti,A,1,19
Jan,Lipavskı,Piráti,A,1,19
Tomáš,Martínek,Piráti,A,1,19
Jakub,Michálek,Piráti,A,1,19
Mikuláš,Peksa,Piráti,A,1,19
Vojtìch,Pikal,Piráti,A,1,19
Ondøej,Polanskı,Piráti,A,1,19
Jan,Pošváø,Piráti,A,1,19
Ondøej,Profant,Piráti,A,1,19
Olga,Richterová,Piráti,A,1,19
Petr,Tøešòák,Piráti,A,1,19
Tomáš,Vymazal,Piráti,A,1,19
Marian,Bojko,SPD,A,1,19
Jaroslav,Dvoøák,SPD,A,1,19
Radim,Fiala,SPD,A,1,19
Jaroslav,Holík,SPD,A,1,19
Jan,Hrnèíø,SPD,A,1,19
Tereza,Hyhová,SPD,A,1,19
Monika,Jarošová,SPD,A,1,19
Pavel,Jelínek,SPD,A,1,19
Jiøí,Kobza,SPD,A,1,19
Jiøí,Kohoutek,SPD,M,1,19
Radek,Koten,SPD,A,1,19
Jana,Levová,SPD,A,1,19
Karla,Maøíková,SPD,A,1,19
Ivana,Nevludová,SPD,A,1,19
Tomio,Okamura,SPD,A,1,19
Zdenìk,Podal,SPD,A,1,19
Miloslav,Rozner,SPD,A,1,19
Radek,Rozvoral,SPD,A,1,19
Lucie,Šafránková,SPD,A,1,19
Lubomír,Španìl,SPD,A,1,19
Radovan,Vích,SPD,A,1,19
Lubomír,Volnı,SPD,A,1,19
Jiøí,Bìhounek,ÈSSD,A,1,19
Jan,Birke,ÈSSD,M,1,19
Petr,Dolínek,ÈSSD,A,1,19
Jaroslav,Foldyna,ÈSSD,0,1,19
Alena,Gajdùšková,ÈSSD,A,1,19
Jan,Hamáèek,ÈSSD,A,1,19
Tomáš,Hanzel,ÈSSD,A,1,19
Milan,Chovanec,ÈSSD,M,1,19
Jan,Chvojka,ÈSSD,A,1,19
Roman,Onderka,ÈSSD,A,1,19
Bohuslav,Sobotka,ÈSSD,A,1,19
Antonín,Stanìk,ÈSSD,A,1,19
Kateøina,Valachová,ÈSSD,A,1,19
Ondøej,Veselı,ÈSSD,A,1,19
Lubomír,Zaorálek,ÈSSD,A,1,19
Hana,Aulická,KSÈM,A,1,19
Alexander,Èernı,KSÈM,A,1,19
Jiøí,Dolejš,KSÈM,A,1,19
Vojtìch,Filip,KSÈM,A,1,19
Miroslav,Grebeníèek,KSÈM,A,1,19
Stanislav,Grospiè,KSÈM,A,1,19
Vladimír,Koníèek,KSÈM,A,1,19
Pavel,Kováèik,KSÈM,M,1,19
Leo,Luzar,KSÈM,A,1,19
Kvìta,Matušovská,KSÈM,A,1,19
Zdenìk,Ondráèek,KSÈM,A,1,19
Daniel,Pawlas,KSÈM,A,1,19
Ivo,Pojeznı,KSÈM,A,1,19
Jiøí,Valenta,KSÈM,A,1,19
Miloslava,Vostrá,KSÈM,A,1,19
Jan,Bartošek,KDU-ÈSL,A,1,19
Pavel,Bìlobrádek,KDU-ÈSL,A,1,19
Ondøej,Benešík,KDU-ÈSL,A,1,19
Jan,Èiinskı,KDU-ÈSL,A,1,19
Pavla,Golasowská,KDU-ÈSL,A,1,19
Stanislav,Juránek,KDU-ÈSL,A,1,19
Marian,Jureèka,KDU-ÈSL,M,1,19
Vít,Kaòkovskı,KDU-ÈSL,A,1,19
Jiøí,Mihola,KDU-ÈSL,A,1,19
Marek,Vıbornı,KDU-ÈSL,A,1,19
Dominik,Feri,TOP09,A,1,19
Miroslav,Kalousek,TOP09,M,1,19
Helena,Langšádlová,TOP09,A,1,19
Markéta,Pekarová,TOP09,A,1,19
Karel,Schwarzenberg,TOP09,Z,1,19
František,Vácha,TOP09,M,1,19
Vlastimil,Válek,TOP09,A,1,19
Jan,Farskı,STAN,A,1,19
Petr,Gazdík,STAN,A,1,19
Vìra,Kováøová,STAN,A,1,19
Jana,Krutáková,STAN,A,1,19
Petr,Pávek,STAN,A,1,19
Vít,Rakušan,STAN,A,1,19
Vìra,Adámková,ANO,0,2,0
Andrej,Babiš,ANO,0,2,0
Andrea,Babišová,ANO,A,2,0
Margita,Balaštíková,ANO,0,2,0
Josef,Bìlica,ANO,A,2,0
Stanislav,Berkovec,ANO,A,2,0
Jiøí,Bláha,ANO,A,2,0
Richard,Brabec,ANO,A,2,0
Milan,Brázdil,ANO,A,2,0
Andrea,Brzobohatá,ANO,0,2,0
Jaroslav,Boch,ANO,A,2,0
Klára,Dostálová,ANO,A,2,0
Lenka,Drailová,ANO,A,2,0
Jaroslav,Faltınek,ANO,A,2,0
Kamal,Farhan,ANO,A,2,0
Milan,Feranec,ANO,A,2,0
Eva,Fialová,ANO,0,2,0
Stanislav,Fridrich,ANO,A,2,0
Josef,Hájek,ANO,0,2,0
Milan,Hnilièka,ANO,A,2,0
Ivan,Jáè,ANO,A,2,0
Miloslav,Janulík,ANO,0,2,0
Aleš,Juchelka,ANO,A,2,0
Pavel,Juøíèek,ANO,A,2,0
Adam,Kalous,ANO,A,2,0
David,Kasal,ANO,A,2,0
Tomáš,Kohoutek,ANO,A,2,0
Martin,Kolovratník,ANO,0,2,0
Barbora,Koøanová,ANO,A,2,0
Josef,Kott,ANO,0,2,0
Robert,Králíèek,ANO,A,2,0
Roman,Kubíèek,ANO,A,2,0
Jan,Kubík,ANO,A,2,0
Jaroslav,Kytır,ANO,A,2,0
Taána,Malá,ANO,A,2,0
Pøemysl,Mališ,ANO,0,2,0
Jiøí,Mašek,ANO,A,2,0
Eva,Matyášová,ANO,0,2,0
Radka,Maxová,ANO,0,2,0
Marcela,Melková,ANO,0,2,0
Jana,Mraèková,ANO,0,2,0
Patrik,Nacher,ANO,A,2,0
Marek,Novák,ANO,A,2,0
Monika,Oborná,ANO,A,2,0
Ladislav,Okleštìk,ANO,A,2,0
Zuzana,Oanová,ANO,A,2,0
Jana,Pastuchová,ANO,A,2,0
Robert,Pelikán,ANO,A,2,0
František,Petrtıl,ANO,0,2,0
Pavel,Plzák,ANO,0,2,0
Milan,Pour,ANO,A,2,0
David,Praák,ANO,0,2,0
Vìra,Procházková,ANO,0,2,0
Pavel,Pustìjovskı,ANO,A,2,0
Karel,Rais,ANO,A,2,0
Michal,Ratiborskı,ANO,A,2,0
Jan,Richter,ANO,A,2,0
Miloslava,Rutová,ANO,A,2,0
Pavel,Rùièka,ANO,A,2,0
Jan,Øehounek,ANO,A,2,0
Petr,Sadovskı,ANO,A,2,0
Jan,Schiller,ANO,0,2,0
Pavel,Stanìk,ANO,0,2,0
Martin,Stropnickı,ANO,A,2,0
Jiøí,Strıèek,ANO,A,2,0
Karla,Šlechtová,ANO,M,2,0
Julius,Špièák,ANO,0,2,0
David,Štolpa,ANO,A,2,0
Dan,ok,ANO,M,2,0
Karel,Tureèek,ANO,A,2,0
Helena,Válková,ANO,A,2,0
Adam,Vojtìch,ANO,A,2,0
Jan,Volnı,ANO,0,2,0
Radek,Vondráèek,ANO,M,2,0
Ivo,Vondrák,ANO,A,2,0
Petr,Vrána,ANO,A,2,0
Rostislav,Vyzula,ANO,A,2,0
Radek,Zlesák,ANO,0,2,0
Ivan,Adamec,ODS,A,2,0
Jan,Bauer,ODS,0,2,0
Martin,Baxa,ODS,A,2,0
Petr,Beitl,ODS,0,2,0
Marek,Benda,ODS,A,2,0
Stanislav,Blaha,ODS,A,2,0
Pavel,Blaek,ODS,A,2,0
Jana,Èernochová,ODS,0,2,0
Petr,Fiala,ODS,0,2,0
Jakub,Janda,ODS,A,2,0
Václav,Klaus,ODS,0,2,0
Karel,Krejza,ODS,0,2,0
Martin,Kupka,ODS,Z,2,0
Zuzana,Majerová,ODS,A,2,0
Jaroslav,Martinù,ODS,A,2,0
Ilona,Mauritzová,ODS,A,2,0
Vojtìch,Munzar,ODS,A,2,0
Miroslava,Nìmcová,ODS,A,2,0
Jan,Skopeèek,ODS,0,2,0
Zbynìk,Stanjura,ODS,A,2,0
Bohuslav,Svoboda,ODS,A,2,0
Jiøí,Ventruba,ODS,0,2,0
Veronika,Vrecionová,ODS,0,2,0
Jan,Zahradník,ODS,0,2,0
Pavel,áèek,ODS,A,2,0
Dana,Balcarová,Piráti,A,2,0
Lukáš,Bartoò,Piráti,A,2,0
Ivan,Bartoš,Piráti,Z,2,0
Lukáš,Èernohorskı,Piráti,A,2,0
František,Elfmark,Piráti,A,2,0
Mikuláš,Ferjenèík,Piráti,A,2,0
Radek,Holomèík,Piráti,A,2,0
Martin,Jiránek,Piráti,0,2,0
Lukáš,Koláøík,Piráti,A,2,0
František,Kopøiva,Piráti,A,2,0
Lenka,Kozlová,Piráti,A,2,0
Jan,Lipavskı,Piráti,A,2,0
Tomáš,Martínek,Piráti,A,2,0
Jakub,Michálek,Piráti,0,2,0
Mikuláš,Peksa,Piráti,A,2,0
Vojtìch,Pikal,Piráti,A,2,0
Ondøej,Polanskı,Piráti,A,2,0
Jan,Pošváø,Piráti,0,2,0
Ondøej,Profant,Piráti,A,2,0
Olga,Richterová,Piráti,A,2,0
Petr,Tøešòák,Piráti,A,2,0
Tomáš,Vymazal,Piráti,A,2,0
Marian,Bojko,SPD,A,2,0
Jaroslav,Dvoøák,SPD,A,2,0
Radim,Fiala,SPD,A,2,0
Jaroslav,Holík,SPD,0,2,0
Jan,Hrnèíø,SPD,A,2,0
Tereza,Hyhová,SPD,M,2,0
Monika,Jarošová,SPD,A,2,0
Pavel,Jelínek,SPD,A,2,0
Jiøí,Kobza,SPD,A,2,0
Jiøí,Kohoutek,SPD,A,2,0
Radek,Koten,SPD,A,2,0
Jana,Levová,SPD,0,2,0
Karla,Maøíková,SPD,A,2,0
Ivana,Nevludová,SPD,A,2,0
Tomio,Okamura,SPD,A,2,0
Zdenìk,Podal,SPD,A,2,0
Miloslav,Rozner,SPD,A,2,0
Radek,Rozvoral,SPD,A,2,0
Lucie,Šafránková,SPD,A,2,0
Lubomír,Španìl,SPD,A,2,0
Radovan,Vích,SPD,A,2,0
Lubomír,Volnı,SPD,A,2,0
Jiøí,Bìhounek,ÈSSD,A,2,0
Jan,Birke,ÈSSD,A,2,0
Petr,Dolínek,ÈSSD,0,2,0
Jaroslav,Foldyna,ÈSSD,0,2,0
Alena,Gajdùšková,ÈSSD,0,2,0
Jan,Hamáèek,ÈSSD,A,2,0
Tomáš,Hanzel,ÈSSD,M,2,0
Milan,Chovanec,ÈSSD,M,2,0
Jan,Chvojka,ÈSSD,A,2,0
Roman,Onderka,ÈSSD,0,2,0
Bohuslav,Sobotka,ÈSSD,0,2,0
Antonín,Stanìk,ÈSSD,M,2,0
Kateøina,Valachová,ÈSSD,A,2,0
Ondøej,Veselı,ÈSSD,A,2,0
Lubomír,Zaorálek,ÈSSD,M,2,0
Hana,Aulická,KSÈM,A,2,0
Alexander,Èernı,KSÈM,A,2,0
Jiøí,Dolejš,KSÈM,A,2,0
Vojtìch,Filip,KSÈM,A,2,0
Miroslav,Grebeníèek,KSÈM,0,2,0
Stanislav,Grospiè,KSÈM,0,2,0
Vladimír,Koníèek,KSÈM,A,2,0
Pavel,Kováèik,KSÈM,A,2,0
Leo,Luzar,KSÈM,A,2,0
Kvìta,Matušovská,KSÈM,A,2,0
Zdenìk,Ondráèek,KSÈM,0,2,0
Daniel,Pawlas,KSÈM,A,2,0
Ivo,Pojeznı,KSÈM,A,2,0
Jiøí,Valenta,KSÈM,A,2,0
Miloslava,Vostrá,KSÈM,A,2,0
Jan,Bartošek,KDU-ÈSL,A,2,0
Pavel,Bìlobrádek,KDU-ÈSL,M,2,0
Ondøej,Benešík,KDU-ÈSL,0,2,0
Jan,Èiinskı,KDU-ÈSL,A,2,0
Pavla,Golasowská,KDU-ÈSL,A,2,0
Stanislav,Juránek,KDU-ÈSL,0,2,0
Marian,Jureèka,KDU-ÈSL,0,2,0
Vít,Kaòkovskı,KDU-ÈSL,A,2,0
Jiøí,Mihola,KDU-ÈSL,0,2,0
Marek,Vıbornı,KDU-ÈSL,A,2,0
Dominik,Feri,TOP09,0,2,0
Miroslav,Kalousek,TOP09,0,2,0
Helena,Langšádlová,TOP09,Z,2,0
Markéta,Pekarová,TOP09,A,2,0
Karel,Schwarzenberg,TOP09,0,2,0
František,Vácha,TOP09,0,2,0
Vlastimil,Válek,TOP09,M,2,0
Jan,Farskı,STAN,A,2,0
Petr,Gazdík,STAN,M,2,0
Vìra,Kováøová,STAN,A,2,0
Jana,Krutáková,STAN,A,2,0
Petr,Pávek,STAN,M,2,0
Vít,Rakušan,STAN,A,2,0
Vìra,Adámková,ANO,A,2,1
Andrej,Babiš,ANO,0,2,1
Andrea,Babišová,ANO,A,2,1
Margita,Balaštíková,ANO,A,2,1
Josef,Bìlica,ANO,A,2,1
Stanislav,Berkovec,ANO,A,2,1
Jiøí,Bláha,ANO,A,2,1
Richard,Brabec,ANO,A,2,1
Milan,Brázdil,ANO,A,2,1
Andrea,Brzobohatá,ANO,A,2,1
Jaroslav,Boch,ANO,A,2,1
Klára,Dostálová,ANO,A,2,1
Lenka,Drailová,ANO,A,2,1
Jaroslav,Faltınek,ANO,A,2,1
Kamal,Farhan,ANO,A,2,1
Milan,Feranec,ANO,A,2,1
Eva,Fialová,ANO,A,2,1
Stanislav,Fridrich,ANO,A,2,1
Josef,Hájek,ANO,A,2,1
Milan,Hnilièka,ANO,A,2,1
Ivan,Jáè,ANO,A,2,1
Miloslav,Janulík,ANO,0,2,1
Aleš,Juchelka,ANO,A,2,1
Pavel,Juøíèek,ANO,A,2,1
Adam,Kalous,ANO,A,2,1
David,Kasal,ANO,A,2,1
Tomáš,Kohoutek,ANO,A,2,1
Martin,Kolovratník,ANO,A,2,1
Barbora,Koøanová,ANO,A,2,1
Josef,Kott,ANO,A,2,1
Robert,Králíèek,ANO,A,2,1
Roman,Kubíèek,ANO,A,2,1
Jan,Kubík,ANO,A,2,1
Jaroslav,Kytır,ANO,A,2,1
Taána,Malá,ANO,A,2,1
Pøemysl,Mališ,ANO,0,2,1
Jiøí,Mašek,ANO,A,2,1
Eva,Matyášová,ANO,0,2,1
Radka,Maxová,ANO,0,2,1
Marcela,Melková,ANO,0,2,1
Jana,Mraèková,ANO,A,2,1
Patrik,Nacher,ANO,A,2,1
Marek,Novák,ANO,A,2,1
Monika,Oborná,ANO,A,2,1
Ladislav,Okleštìk,ANO,A,2,1
Zuzana,Oanová,ANO,A,2,1
Jana,Pastuchová,ANO,A,2,1
Robert,Pelikán,ANO,A,2,1
František,Petrtıl,ANO,0,2,1
Pavel,Plzák,ANO,0,2,1
Milan,Pour,ANO,A,2,1
David,Praák,ANO,A,2,1
Vìra,Procházková,ANO,A,2,1
Pavel,Pustìjovskı,ANO,A,2,1
Karel,Rais,ANO,A,2,1
Michal,Ratiborskı,ANO,A,2,1
Jan,Richter,ANO,A,2,1
Miloslava,Rutová,ANO,A,2,1
Pavel,Rùièka,ANO,A,2,1
Jan,Øehounek,ANO,A,2,1
Petr,Sadovskı,ANO,A,2,1
Jan,Schiller,ANO,A,2,1
Pavel,Stanìk,ANO,0,2,1
Martin,Stropnickı,ANO,A,2,1
